,Unnamed: 0,name,gender,关注,粉丝,time,rating,text,useful,,,,,,,,,
6675,6675,YL-HN,female,14,77,2019/10/7,width:80%;,"【景色】这里环境不错，空气很好，放眼望去满眼绿色，大串儿葡萄挂在藤蔓下面，如果是炎炎夏日，走在葡萄架下面，一定很清凉。
【趣味】酒庄门票分80/人和100/人两种，包括品酒和赠送酒，80的是自己罐装30ml白兰地一瓶，100的是直接领取一大瓶白兰地，要说趣味，就是还可以吧。
【性价比】关于性价比，个人觉得，价格确实不便宜，可出来玩嘛，别太计较价钱，要不然就影响心情了。",有用 （0）,,,,,,,,,
6678,6678,MSN卡死,female,0,0,2020/1/10,width:60%;,感觉没啥意思，去的时候葡萄都没有了，里面景色也没啥东西门票还挺贵的，感觉从北京过去这么远没必要跑过来，不是很推荐,有用 （0）,,,,,,,,,
6680,6680,118****015,female,0,0,2019/11/28,width:100%;,即时取票，十分方便。,有用 （0）,,,,,,,,,
6684,6684,磊0202,female,0,0,2020/1/17,width:80%;,规模较大，但体验项目一般，性价比不高。,有用 （0）,,,,,,,,,
6693,6693,简单妹,female,7,23,2019/12/11,width:0%;,"假装在欧洲的张裕爱斐堡葡萄酒庄
我相信每一个女孩子小的时候都会有一个公主梦
幻想自己是住在城堡里的美丽公主，在等着她的白马王子
最近我找到了一个好地方可以圆大家的公主梦
这里有梦幻的城堡，绿油油的草坪
奶白色的哥特式建筑
还有像闯入了哈利波魔法世界的神秘酒庄
这里美的像英国电影里的画面一样
让人挪不开眼，随手一拍都能当壁纸！
这里就是张裕爱斐堡国际酒庄
北京张裕爱斐堡国际酒庄
地址：北京市密云区各庄镇东白岩村
开放时间：夏季08:00—18:00  冬季08:00–17:00
.
游玩攻略
这里整体是一个欧式的小镇，里面汇集葡萄酒庄，
葡萄采摘园、教堂、张裕酒庄博物馆
还有酒店和西餐厅，是集吃住玩一体的庄园！
关于门票
我是订的家庭套餐包含2大1小155
包括参观葡萄酒窖、张裕酒庄博物馆
体验diy葡萄酒和白兰地！
可以把自己的照片打印出来贴在酒瓶上
哈哈第一次拥有了属于自己的定制葡萄酒！（如图7）
还学了品鉴葡萄酒的知识，内容很丰富！
这里还有一大片葡萄庄园可以采摘葡萄
不过采摘葡萄我这个套餐不包含！要单花钱
酒庄挺大的，逛一圈需要两三个小时～
这里美到窒息，每一帧都像走在电影里！
我最喜欢的就是下酒窖的那个旋转楼梯
仿佛闯入了哈利波特的魔法世界！
在酒窖里，每一个木桶都盛满了红葡萄酒，
散发出高贵与优雅的气质～
[爱心]现在正是葡萄成熟的季节，想摘葡萄要赶快来！
这地方目前还比较小众，目测会变成网红打卡地
趁着人少赶紧来玩吧～
一个土生土长的北京妞，带你吃遍玩遍大北京
喜欢我就多来看看我吧～
.
北京网红景点 北京周边游 北京郊区游 北京周末好去处 北京旅行 网红拍照胜地 十一好去处 节假日游 小众旅行地
北京公园 北京亲子游",有用 （0）,,,,,,,,,
6714,6714,Ilryr,female,0,0,2019/8/30,width:100%;,满意，出票快，比实地买便宜，孩子玩的很愉快,有用 （0）,,,,,,,,,
6720,6720,_CFT01****6604372,female,2,0,2019/9/12,width:100%;,人少，景美，挺好，非常适合老人孩子游览。携程购票方便，还会再去,有用 （0）,,,,,,,,,
6726,6726,203****613,female,0,0,2019/7/14,width:100%;,很好啊，人不多，服务好。城里出发走京承高速，换票方便，绿植很多，不热，也没有山坡高地，时候带老人孩子玩儿。拍大片的好地方,有用 （0）,,,,,,,,,
6737,6737,_WeCh****373974,female,0,0,2019/9/8,width:100%;,挺好的，就是景区蚊子太多了～湖边简直聚集了成千上万的蚊子～采摘葡萄有点鸡肋，价格高，而且葡萄不太好吃～,有用 （0）,,,,,,,,,
6740,6740,M22****7726,female,0,0,2019/8/11,width:60%;,刚发现自己定错票了，我自己去的，怎么订了两张呢？当时没发现是两张啊，郁闷，检票的时候也没人发现吗？？？？环境挺好，送的酒就那么回事儿，让自己从大桶里往外倒，现在都没喝,有用 （0）,,,,,,,,,
6753,6753,M27****7120,female,0,0,2019/10/7,width:100%;,换票快，园区景色挺好，带老人和孩子走走。,有用 （0）,,,,,,,,,
6758,6758,金猪妹妹,female,0,0,2019/2/25,width:100%;,可以自己罐装白兰地，还有三D画可以摆拍，人不是很多，酒窖凉丝丝的，挺有氛围的。遗憾的是去的季节不合适，葡萄比较少。总的来说性价比挺好的，周末可以去逛逛。,有用 （0）,,,,,,,,,
6761,6761,M23****7650,female,0,0,2019/9/15,width:80%;,住宿的房间不好定。建议能够更多的订票，特别是网上订票的渠道。,有用 （0）,,,,,,,,,
6773,6773,liu****97,female,2,1,2019/7/19,width:80%;,离高速出口很近，电子票方便快捷,有用 （0）,,,,,,,,,
6782,6782,m12****915,female,0,0,2019/6/10,width:80%;,正常票价100元 不值这个价格 就是拍照很好的地方 空气很好闲逛的好地方,有用 （0）,,,,,,,,,
6793,6793,YL-HN,female,14,77,2019/10/7,width:0%;,"北京周边游之——张裕爱斐堡国际酒庄

位置：北京密云区蔡家洼
交通：
公交：西坝河乘坐980快，密云少年宫站换乘郊89，密云汽车站下车，走路1.7公里。
驾车：走高速很方便
门票：去酒庄要门票80元/人和100元/人两种可选择，80元的送30ml小瓶白兰地，100元的送大瓶的，都可以品尝两种红酒，住宿的客人可以免费参观，没有送酒

十一假期第四天，携家人郊区遛一遛，这庄子不小，大片的葡萄园，满眼绿色，大串儿的葡萄挂在藤蔓下面，早上有点下雨，到达的时候阴着天，略有点冷，但空气非常好，很适合散步。
参观了酒窖，自己罐装了一小瓶白兰地，品尝了两种红酒，在住宿区欧洲小镇走了走，因为假期里客房比较紧张就没在这里住宿，但整体风格还是挺喜欢的，下次来体验下住宿吧。",有用 （0）,,,,,,,,,
6808,6808,203****390,female,15,36,2018/7/27,width:80%;,"停车场挺大的，周围吃饭的地方不多，绕到欧洲小镇又稍微有点远
在大厅买完票，就直接从后面可以进园。
买的80的票，包含了罐一小瓶白兰地。然后自己封口，贴上标签。
里面一进去往上走，侧面是一片葡萄藤，应该到季节可以采摘，不过我们去那会还不行。
进了城堡，三层在录制超能幼儿园封上了。底下一层是参观酒窖的，陈列了一些公司和名人的藏酒。一层是介绍张裕的一些历史信息等等。品酒搬到了二层，会每人品尝两杯，一杯是干红，这个要先饮，再饮桃红的那杯，后者更为香甜。桌子上有品酒的一些小常识。
有一个岔口是通向小镇的，不过据说那边没什么东西，我们也就没有过去。
总体来讲面积不小，可以参观的不是特别多，环境还不错",有用 （1）,,,,,,,,,
6823,6823,M51****686,female,0,0,2017/6/1,width:80%;,在携程上订票确实比在现场买便宜不少。当天四点前买票都可以使用。两种票主要区别在品酒和装酒的不同上，最贵的套票可以装750ml的酒，品酒也是有三种。里面活动主要是城堡和欧洲小镇。城堡里地下一层是酒窖，一层大厅也有一个地方品酒 二层是博物馆，三层是品酒区和一个观景台，在露台上品酒 看风景，还是很赞的。四层还有一个小的观景台。酒窖非常震撼。欧洲小镇主要是旅舍，各种风格的建筑都有。总之这里平常还没有什么人，也许是因为葡萄还没有熟。选择在这边住一晚上也是不错的选择。,有用 （18）,,,,,,,,,
6837,6837,M28****1823,female,0,0,2018/10/3,width:100%;,非常值得来，了解了很多张裕葡萄酒酒庄的历史，很为国人自豪。158元的票呆了整整路一天，还领了贴上一家人照片的一大瓶干红，和两小瓶自己封盖儿的白兰地。很有意思！,有用 （0）,,,,,,,,,
6840,6840,210****760,female,0,0,2019/9/26,width:20%;,就是一个大公园………………不值这个价葡萄要单收费80一公斤,有用 （0）,,,,,,,,,
6844,6844,为lee疯狂,female,0,0,2018/9/15,width:100%;,非常开心的一次出游，买的套票，里面的古堡很好，还赠送了红酒，感兴趣的可以去看看，挺好的,有用 （0）,,,,,,,,,
6849,6849,小虫子又感冒,female,2,16,2016/12/5,width:80%;,冬天来的，不是葡萄采摘的旺季，所以人很少。虽然挺冷的，但是天气好的时候环境还是很不错的。逛了一圈感觉这里可以分成两大部分，一部分是酒庄+葡萄园+博物馆，另一部分是欧美小镇。前一部分都是跟葡萄酒有关的。可以参观酒庄，了解葡萄酒知识，还可以选择套票diy红酒，自灌白兰地。diy没什么技术含量，酒也不会拿来喝，纯属自选照片印在酒瓶上当个纪念吧。而至于欧美小镇有些休闲娱乐，住宿餐饮的设施，餐厅不敢恭维，ktv什么的不知道是不是因为淡季也没开放，住宿倒是很不错。如果时间充裕的话建议可以在酒庄小镇上住一晚，房间布置很有欧式特色，挺舒适的，持房卡参观酒庄还可以享受优惠价格。大家一定记得要拿着房卡才可以哦，别退房退早了～～～,有用 （57）,,,,,,,,,
6850,6850,201****785,female,2,1,2018/10/4,width:100%;,非常棒的地方，景色美极了，绝对拍照圣地！即便十一假期去人也不多，门票还包含品酒和自灌一瓶白兰地酒,有用 （1）,,,,,,,,,
6865,6865,118****269,female,0,0,2018/3/4,width:100%;,值得去啊，欧洲建筑，大草坪，又不远，价格也合适，适合拍照，闲逛，吃的也不错，酒是正宗的！品酒还有人帮助讲解，学到不少知识！酒是真好喝，又不贵，买点回来喝，踏实！,有用 （4）,,,,,,,,,
6882,6882,果果果果果果jimuse,female,0,0,2017/8/19,width:100%;,检票进去里面有公园一样的，欧式建筑好几栋，欧洲旅游一样，一进去里面就是酒窖，还可以免费品尝一杯红酒，还可以欣赏酒文化，还可以买纪念品送给朋友家人,有用 （5）,,,,,,,,,
6884,6884,上官凝忆,female,0,0,2018/10/16,width:100%;,非常完美的旅程，现在属于旅游淡季，人不太多。 景色很美，漫山遍野的红叶黄叶绿叶层叠错落。 适合带老人和小孩出游。 有电梯上山，游览可以坐船，小漓江非常美，这会天气不太冷，如果冷也可以租大衣。 坐船游览完可以继续选择坐索道到山顶观看景色。而且景区路线没有回头路，非常合理。 山很陡，幸亏有缆车可以坐，缆车往返票价五十元。 总之非常美好的旅程。,有用 （0）,,,,,,,,,
6889,6889,118****269,female,0,0,2018/3/4,width:80%;,冬天去的，正月十六，路好走，离市区八十多公里，一个来小时，大广高速下来不远就是，大门很气派，停车场边换完携程买的票，大厅里全是酒，先不忙买酒，看看再说，景区大，得逛一两个小时吧，大草坪，欧洲建筑，适合拍照，好多人在这拍婚纱照呢，有多美，看图！酒窖在地下八米，够大的，全是酒桶，还有名人把酒存这，看来很专业，葡萄园大，就是冬季，没看不到葡萄树，夏天一定很美很美，冬天吧，清净，一两好友走走，挺好，印象深刻的吧，是天鹅湖里的天鹅，好像是家天鹅，都一只脚站立在冰上，挺奇特。,有用 （3）,,,,,,,,,
6891,6891,M56****496,female,0,0,2018/10/10,width:100%;,随买随用非常方便！价格也不贵，是个拍照的好地方！,有用 （0）,,,,,,,,,
6895,6895,erdao,female,2,7,2017/5/28,width:80%;,张裕爱菲堡酒庄，走过葡萄园，逛了爱菲小镇，领略到了欧洲风情，观看了??中举办的西式婚礼，酷暑难耐中来到爱菲堡庄园，急忙来到地下酒窖，一股浓香的酒味迎面扑来，沁人心脾。哎哟，好冷！不由我抱住了肩。走出地下酒窖，登上三楼的阳台，端起摇曳的?，品味着一种不寻常的美，回味悠长……最后回到接待中心的二楼，3D体验令我们兴致盎然，游玩中弄丢了票，没体验灌装红酒的制作过程，尽管如此，我们依然很开心?,有用 （2）,,,,,,,,,
6907,6907,M10****376,female,0,0,2018/2/21,width:100%;,由于时间比较紧，只参观了主城堡地下的酒窖和博物馆，路过还结着冰的天鹅湖和葡萄园，最后品尝了两种红酒，还自灌酒带走。挺值得去的，天气好的时候在大城堡公园散步，孩子还能晒太阳！要提醒的是，票需要提前预定，1个小时后才能在兑换窗口取票，取票流程很快没问题。,有用 （0）,,,,,,,,,
6920,6920,她旅程,female,2,71,2018/6/20,width:0%;,"张裕爱斐堡国际酒庄
说起密云旅游，第一个让我想到的就是张裕爱斐堡国际酒庄。这里不仅有欧式的城堡建筑，还有万亩采摘葡萄园，不仅可以参观地下酒窖和酒文化博物馆，还可以亲自体验一把酿造葡萄酒的全过程。酒庄共分为四个区域，包括城堡主楼、 欧洲小镇、葡萄园区和山水景观休闲区。
欧洲小镇和山水景观以室外为主，在这里休息拍照，让人流连忘返。
在室外走热了，刚好可以来到位于城堡地下一层的葡萄酒窖。这里终年恒湿恒温，是储藏葡萄酒的绝佳场所。迄今为止，这里珍藏着许多名家名人的葡萄酒私藏。
在城堡的四楼还可以参观酒文化博物馆，了解张裕酒庄的发展史以及葡萄酒酿造的全过程。
张裕爱斐堡国际酒庄游玩贴士：
门票：80元
开放时间：
1. 夏季：08:00~18:00 开始售票时间：08:30 停止售票时间：17:00 
2. 冬季：08:00~17:00 开始售票时间：08:30 停止售票时间：16:00
地址： 北京 市 密云 区宁菜路京承高速 密云 城东收费站旁",有用 （0）,,,,,,,,,
6925,6925,元宵节,female,0,12,2018/10/15,width:100%;,各种门票参观项目都一样，只是获得的酒不一样。老年票只能参观，没有品鉴酒和葡萄酒,有用 （0）,,,,,,,,,
6927,6927,floratang,female,0,0,2018/10/7,width:100%;,还是不错的，就是价格有点小贵。提供老人的轮椅和小孩的儿童车可以免费使用。,有用 （0）,,,,,,,,,
6928,6928,e11****71,female,0,0,2018/10/4,width:80%;,主要是参观看看，老人孩子走走，2～3小时足够，城堡远看不错，没有讲解的，只能自己简单看看，门票小贵，送的还就不错,有用 （0）,,,,,,,,,
6939,6939,_WeCh****55358,female,0,0,2017/5/31,width:100%;,庄园很大  风景真的棒 携程买的体验票便宜不少  主要在里面就是拍美美的照片啦,有用 （0）,,,,,,,,,
6948,6948,丘比的沙拉酱,female,0,0,2017/10/24,width:100%;,九月份去的天气很好，早起还是有点儿凉，需要穿外套。买的葡萄狂欢节的套票，包括了很多东西，参观酒窖、摘葡萄、品酒、自灌白兰地、DIY照片红酒什么的，感觉挺值的。中午就在里边吃的自助，也还可以。景色不错，宝宝玩的很开心。,有用 （0）,,,,,,,,,
6953,6953,快乐杨顺,female,0,0,2018/7/7,width:100%;,地方很大，人很少，65岁以上老人免票！,有用 （0）,,,,,,,,,
6983,6983,CandiceJ,female,2,1,2018/2/4,width:100%;,交通挺方便的，开车直接到庄园里，城堡很漂亮，葡萄园现在是没有的，夏天应该会很漂亮，希望下次有机会再来。购票的时候出了一些小问题，携程给很好的解决了，为携程点赞！,有用 （0）,,,,,,,,,
6988,6988,吉吉苏huan,female,0,0,2018/10/3,width:60%;,不是热门景点，十一期间人不多，就是走走看看。体验票中的项目比较一般。,有用 （0）,,,,,,,,,
7011,7011,苗大苗苗,female,0,0,2017/7/25,width:100%;,适合周末游，还不错，携程订票便宜方便,有用 （0）,,,,,,,,,
7015,7015,M55****676,female,0,0,2018/2/22,width:100%;,地方很漂亮，可能是因为天冷，并没有那么多人 ，一直都特别想去，，终于去了没有让我失望，玩的很开心，景美，如果可以热天时候还会在去，网上订票，到了直接兑换就行，还可以体验自己灌酒,有用 （0）,,,,,,,,,
7032,7032,Soranki,female,0,0,2017/5/26,width:100%;,天气好美！总体非常不错！三十多人的票，跟酒庄提前沟通团队票很久也是这个价，结果还各种墨迹，最后当天一怒之下这里订了票，一切方便快捷，在酒庄加了个导游，全程讲解，从小镇到酒窖到葡萄园再到单独包间体验，大家都很开心，衷心点赞！下次就应该直接携程！省心省力！,有用 （2）,,,,,,,,,
7034,7034,pp2cp1314,female,0,0,2017/10/20,width:100%;,三人一起、本来以为父亲可以享受优惠、网上一查好像是65才能半价、就又买了一张、就成了两单、去的时候人并不多、拍了很多照片、也看到了古堡、假装在国外、不错、,有用 （0）,,,,,,,,,
7049,7049,M15****279,female,0,0,2017/8/11,width:100%;,整体非常满意。去的那天非常热，有些苦，城堡景色很美，酒窖品酒活动都挺好，尤其自制白兰地，宝宝非常喜欢，酒也非常喜欢，携程票超值，有机会，还会去的。,有用 （0）,,,,,,,,,
7051,7051,M23****166,female,0,0,2017/10/13,width:100%;,很不错，但是要提前一个小时预定，除了门票，还有自己罐装酒等，推荐,有用 （0）,,,,,,,,,
7069,7069,M54****146,female,0,0,2017/11/2,width:100%;,一直很想带老爸老妈去张裕爱斐堡国际酒庄，终于如愿了，里面有一片葡萄园，还有城堡，合适老年人，一家老小都适合。在携程旅行网订了门票，取票很方便。这次玩的很开心。下次还会在这里订门票。,有用 （1）,,,,,,,,,
7070,7070,秋日无语_1994,female,0,0,2017/9/1,width:60%;,去密云水库溜达，没想到水源保护看不到靓景，看看周围有酒庄可玩玩，还有酒可品，就去咯，网上订票还得提前一小时才能取票（感觉就是动歪脑筋，让游客多逛逛商店买酒咯），买酒也行，至少给品一下才好选择吧？门都没有，真不喜欢这种销售方式，不值得……,有用 （0）,,,,,,,,,
7093,7093,tlipyj,female,0,0,2017/8/16,width:100%;,带着老人孩子一起来的，家庭票挺合适，还送一瓶个性化标签的红酒可以留作纪念。园内景色布局很好，非常适合拍照片。,有用 （0）,,,,,,,,,
7112,7112,wand02,female,0,0,2017/7/11,width:80%;,环境不错，就是感觉门票有点贵，本来就是企业文化宣传嘛,有用 （0）,,,,,,,,,
7117,7117,_WeCh****618255,female,0,0,2017/8/3,width:100%;,带着爸妈去游玩，山青水绿，人不算多，让他们流连忘返的，很舒适的一次旅行，携程订票很方便,有用 （0）,,,,,,,,,
7127,7127,maggie琼叨叨,female,3,154,2018/4/3,width:0%;,"我们对城堡的喜爱不是没有原因的，它就像是一个隔离现世的结界，女孩子们总是对它有所幻想，似乎故事里的情景在城堡中都会实现
在通往酒窖的路上，要走过一道螺旋阶梯，细心的人会发现来去不同路，相互看见，而不会碰面。传说昔日欧洲的城堡主人想借助它的力量让自己无限接近上帝，这种叹为观止的双螺旋梯设计者就是大名鼎鼎的达芬奇，这个悲伤又有趣的设计被爱斐堡酒庄创意性地运用在了酒窖出入口

TIPS：
1、城堡主楼四层品酒大课堂：每天上午9：00-11：00、14：00-16：00；
2、专业品酒课程教授：人均200元/套票，课程时间约1小时。",有用 （0）,,,,,,,,,
7131,7131,婧雨,female,0,0,2017/6/2,width:80%;,庄园还不错，买票进去的是主城堡。可以看博物馆酒窖，还有看电影的地方。不买票的话也可以去一个比较小的幻象馆，还可以去小镇。买票赠送小瓶白兰地和品酒。其他和不买票无差。人比较少，挺干净。夏天比较晒，很适合举行婚礼。我们在这里的酒店住了一晚，环境还不错，清晨逛逛挺舒服的。,有用 （0）,,,,,,,,,
7136,7136,300****479,female,7,1,2018/1/23,width:100%;,挺好，学生40现场买，65岁以上免票，看看挺好。还有试喝，还能灌装酒不错不错～,有用 （0）,,,,,,,,,
7174,7174,138****1720,female,0,0,2017/7/4,width:80%;,环境优美，葡萄品种很多，还可以学习葡萄酒酿造知识。套票赠送的金奖白兰地口味非常棒！,有用 （0）,,,,,,,,,
7182,7182,Sophie_Lee,female,0,0,2017/7/31,width:80%;,周末去的，人比较多，都是旅行团。酒庄外部景色不错，葡萄园，草坪，城堡，适合拍照。红酒体验就差强人意了，商业化气息严重，品酒氛围糟糕，和国外的酒庄比还是有差距，服务人员不够专业，酒也不怎么样，人太多，感觉就是那种买了套票每一项都不能错过的走过场。,有用 （0）,,,,,,,,,
7184,7184,朕也有豪华狗粮,female,0,0,2017/5/30,width:60%;,作为古北水镇旅游线上的一个景点，还时可以逛逛的。但是套票内的试喝的红酒一般般。,有用 （0）,,,,,,,,,
7190,7190,M17****663,female,0,0,2017/10/6,width:80%;,人很多，但是停车不需要交费。够买票后一个小时才能领票，这点不好，虽然很超值。,有用 （0）,,,,,,,,,
7221,7221,138****0881,female,0,0,2017/8/11,width:100%;,取票挺方便的！景色一般！！！！,有用 （0）,,,,,,,,,
7223,7223,M24****046,female,0,0,2017/6/12,width:100%;,很好，酒买少了，就是票价有点贵,有用 （0）,,,,,,,,,
7230,7230,M17****426,female,0,0,2017/5/30,width:80%;,票价比前两年贵了，活动比原来丰富了一些，顺路过来玩儿还可以,有用 （0）,,,,,,,,,
7245,7245,小雪snow,female,0,0,2017/5/30,width:80%;,欧式古堡小镇，可以品酒，露台观景，取票方便,有用 （0）,,,,,,,,,
7249,7249,yaxinshen,female,0,0,2017/5/9,width:60%;,网上买门票很方便，适合拗造型拍照品酒，人不是很多，等到葡萄成熟以后再来就可以采葡萄了。不过没有什么可以吃东西的地方，不想吃饭的话最好带点干粮，或者多带点现金，烤串一根要15，还不能电子支付。品酒的目的都是为了让买酒，确实也是拿出了好酒，了解一下知识还是可以的,有用 （0）,,,,,,,,,
7250,7250,天蓝Abby,female,2,11,2017/4/7,width:100%;,提前一天在携程订的体验票，自驾从海淀过去，赶上清明小长假，略堵，3小时左右到达酒庄。到酒庄大厅前台出示验证码，很快就拿到了票。第一时间奔向主楼城堡拍照，古堡建筑真心气派！里面有酒文化博物馆，地下是酒窖，楼上能免费品尝两款葡萄酒，有专业调酒师为大家讲解葡萄酒的制造过程和品尝方法，为大家灌输正确的品酒观念。这里的酒店餐厅都建在山林环绕的欧式小镇里，很多人在这里拍婚纱照。63元的体验票很值！临走还能带走一瓶100ml的自灌酒白兰地。京郊周末出游好去处~只可惜这次来还没赶上葡萄爬满葡萄架、绿树成荫的季节，所以打算夏秋的时候，带上父母家人再来玩一趟~,有用 （4）,,,,,,,,,
7251,7251,特工晴,female,0,0,2017/4/22,width:80%;,总体还不错，酒庄经营模式商业，既办公又参观售票还藏酒产酒，酒店经营，多渠道多方位创收，老板脑子不错。城堡?漂亮，酒店漂亮，票价不低，带的酒少了点但品质还行。,有用 （0）,,,,,,,,,
7269,7269,向阳逆光,female,1,0,2017/6/19,width:100%;,非常棒的地方，人不是很多，每个地方的服务员都很热情，在地下酒窖参观完体验了酒的流水线罐装过程，还自己上传照片，定制的，给的木头盒子，很精致，酒店售票大厅有个商店，葡萄籽精油皂不错，买了两块回家洗脸，应该是真的，挺干净的，不过唯一遗憾的是刚走到欧洲小镇就下雨了，没怎么逛就回来了,有用 （0）,,,,,,,,,
7286,7286,夏天,female,0,0,2017/2/9,width:100%;,挺不错的景区，虽然现在去有点冷，但是空气非常好，酒窖参观和红酒品尝都很不错，夏天和秋天收获的季节会更棒，携程网上订票还有优惠，全家出游就选这里,有用 （4）,,,,,,,,,
7295,7295,M19****725,female,0,0,2018/2/16,width:40%;,为什么我总体评价比较低呢，可能是我去的时节不对，园里什么都没有，看上去一片荒凉，人也是少之又少。如果在每年的七月份到十月份去的话，景色应该是很美的，还可以采摘葡萄，自己亲自体验。主要是我们去的时候景色不太好，我们也没拍什么照片。冬季出去旅游的话最好选择最南边或者最北边，这样会比较好。,有用 （0）,,,,,,,,,
7297,7297,Soranki,female,0,0,2017/5/26,width:100%;,天气好美！总体非常不错！三十多人的票，跟酒庄提前沟通团队票很久也是这个价，结果还各种墨迹，最后当天一怒之下这里订了票，一切方便快捷，在酒庄加了个导游，全程讲解，从小镇到酒窖到葡萄园再到单独包间体验，大家都很开心，衷心点赞！下次就应该直接携程！省心省力！,有用 （2）,,,,,,,,,
7301,7301,糖果融化,female,0,8,2015/9/22,width:80%;,我买的票是50一张，九月份出行建议大家去看一看，里面很大，有小孩儿玩的设施（两三个），有天鹅湖，爱斐堡，酒窖，博物馆3D馆…还可以采摘葡萄，也可以在那里花300元种一棵自己的葡萄树，我下午三点多到的，游客已经不多了，很清静，呵呵，从昌平到密云，1个小时左右，过桥费35元，整个行程结束还送了100毫升的张裕38度的白兰地，上传几张图给大家哈！,有用 （75）,,,,,,,,,
7309,7309,出去玩耍一下,female,1,0,2017/5/2,width:80%;,觉得价格不值得，就是欧式建筑风格，品酒也只一种干红和另外一个，忘记叫啥了，口感不错，买了2瓶，其他的也没啥了,有用 （0）,,,,,,,,,
7320,7320,wand02,female,0,0,2017/11/18,width:100%;,门票有点贵，稍微有点不值。但景色还是不错的。,有用 （0）,,,,,,,,,
7324,7324,M56****329,female,1,0,2017/4/20,width:100%;,整体不错，酒窖有点失望，没有传说中的男的壮观。换票很方便。自灌酒不错，。城堡也和想象的不一样，总之还算可以。值得体验一次,有用 （0）,,,,,,,,,
7336,7336,穆亭好,female,0,2,2017/6/16,width:100%;,非常满意，环境不错，虽然酒店老了点，感觉还是不错滴，携程的优惠票很不错，打算秋季再去一次，那时候葡萄就丰收了,有用 （0）,,,,,,,,,
7340,7340,weizhch,female,0,0,2017/8/3,width:80%;,第二次去了，原价门票80，携程买比较划算，可以现场买。欧式风格的庄园，可以住宿，但是人很少。每人送了100ml 现场罐装的白兰地。,有用 （0）,,,,,,,,,
7364,7364,320****538,female,0,0,2017/4/17,width:100%;,相当特别以及非常棒啊！是个好去处，情侣带娃一家去都可以！票价再便宜点就好了！,有用 （0）,,,,,,,,,
7366,7366,ldp30,female,1,6,2017/10/4,width:100%;,里面的城堡，很适合照相。我们买的套票，还能品酒，还灌了一小瓶白兰地带回家。,有用 （0）,,,,,,,,,
7375,7375,王昱珺,female,0,0,2017/10/16,width:100%;,男票带我去转了转，因为我喜欢葡萄酒，去的时间不对，葡萄还没有成熟,有用 （0）,,,,,,,,,
7379,7379,yang3,female,0,0,2016/9/16,width:100%;,秋天来过两次，风景非常优美，葡萄酒可以自灌、DIY。最爱葡萄藤的长廊，和各种野花。品酒课程只有整点开放。这里买酒价格不贵。,有用 （3）,,,,,,,,,
7388,7388,M16****495,female,0,0,2017/6/18,width:100%;,性价比极高的一次游览，有美酒品尝，还能了解酿酒常识。,有用 （0）,,,,,,,,,
7391,7391,205****309,female,0,0,2017/9/19,width:100%;,不错， 非常方便， 价格也便宜,有用 （0）,,,,,,,,,
7412,7412,misun26,female,0,0,2016/6/5,width:100%;,很不错的所在 地儿大人少规划好 交通自驾方便 携老带小不累 推个婴儿车最好 套票的项目对第一次去葡萄酒庄的朋友来说是很有意思的 园区干净 环境很好 周边一两公里就有吃饭的地儿 不错,有用 （6）,,,,,,,,,
7433,7433,188****7891,female,0,0,2017/6/11,width:100%;,应该算是一个性价比比较高的景点,有用 （0）,,,,,,,,,
7451,7451,M13****525,female,1,0,2017/10/5,width:60%;,我觉得风景还可以但是这个价位有些高，希望活动多些，没有正式看如何一起合作做葡萄酒！,有用 （0）,,,,,,,,,
7464,7464,m18****956,female,0,0,2016/11/9,width:100%;,景色不够好，亲子活动不多，老人喜欢。这个时间去没有什么可看的，周边吃饭的少，餐馆不多，路挺好走的，要是有优惠还可以。进门时出示的票，管理人员服务意识很差，有些项目问他们半天也不清楚，结果有些票里包含的项目错过没体验成,有用 （0）,,,,,,,,,
7471,7471,裘球汀,female,0,0,2016/10/14,width:100%;,这次预定的是个性化联票，酒庄很不错，去了酒窖，还能自己灌装一瓶小小的白兰地，感觉蛮好玩的，还有一瓶个性化照片的红酒，就算不想喝，都可以放在家里装饰用，爽啦~可惜选的日子不太好，那天刚好下雨了~哈哈哈,有用 （0）,,,,,,,,,
7473,7473,瓜草家的瓜宝儿,female,0,15,2015/8/11,width:80%;,参加携程1元门票活动去的爱斐堡，园区很大，里面环境好，有葡萄架长廊不会太晒。里面还有酒店和城堡，很多名人在城堡下的酒窖里藏酒，值得去看看,有用 （3）,,,,,,,,,
7476,7476,M21****297,female,0,0,2016/8/16,width:100%;,方便快捷。电子票不用排队 随时可以用 家庭游玩方便 大人小孩都有优惠  ..................................,有用 （0）,,,,,,,,,
7487,7487,139****0243,female,0,0,2016/10/3,width:80%;,门票标价80 携程买65 老年证儿童30 顺导航很方便找到 院内景色不错 可以人不多 已经在点评上评论过无奈不能copy这里只得随便写这两句 总结已在题目上陈述,有用 （0）,,,,,,,,,
7488,7488,piggy-猪猪,female,0,0,2016/9/18,width:80%;,山顶的城堡在路边就可以看到，很大很漂亮，通往城堡的路上都是葡萄架，环境很好，还有核林小镇，有漂亮的房子，拍照的地方，城堡地下有酒窖，门票还可以去品酒，回来的路上路过鹅湖，林荫小道。景区不大，逛着不累，票有点贵。,有用 （0）,,,,,,,,,
