,Unnamed: 0,name,gender,关注,粉丝,time,rating,text,useful
5925,5925,M60****854,male,0,0,2017/10/8,width:80%;,带父母去的，虽然秋天没有夏天的郁郁葱葱，不过秋高气爽也另有一番风味,有用 （0）
5947,5947,dalaifish,male,0,0,2017/10/7,width:80%;,不错的庄园，就是远了点，偏了一点，自助午餐人太多，基本上的菜没两下就光了，游船最没意思，就坐船上绕了一圈，还不去租自行车饶一圈好玩，俄罗斯表演还是可以的,有用 （0）
5952,5952,M46****349,male,0,0,2017/10/6,width:80%;,拍照很美，小朋友在三只熊乐园玩得很开心。在面包房外还有一只小羊，小朋友们把羊都喂饱了,有用 （0）
5960,5960,M39****494,male,0,0,2017/10/6,width:80%;,挺好的，值得一去，体验俄式乡间风情，但期望不要太高。,有用 （0）
5961,5961,M39****494,male,0,0,2017/10/6,width:80%;,伏尔加庄园，很早就想去了，一直没机会，景色挺好看的，就是这个季节瓢虫很多，还是比较值得去的，但期望还是不要太高。,有用 （0）
5964,5964,U14311****36886,male,0,0,2017/10/6,width:80%;,很大，这里其实就是俄罗斯建筑多些，几乎不能进去都，如果没来过来一次也可以，票价还算一般，不是特别划算，反正还是值得一去,有用 （0）
5965,5965,156****2950,male,0,0,2017/10/6,width:80%;,设备老久～正在维修，总体好不错,有用 （0）
5967,5967,320****922,male,0,0,2017/10/6,width:80%;,里面是一些欧式建筑，看不懂，庄园不大，三只松鼠是孩子玩的地方，都是原始的玩具，挺有创意，位置较偏，适合休闲自驾游！,有用 （0）
5970,5970,M24****3042,female,0,0,2017/10/6,width:80%;,还好！俄罗斯风情园，有特色，人挺多，。,有用 （0）
5980,5980,E32****79,male,0,0,2017/10/6,width:80%;,十一人挺多的，风有点大，景色很美，很适合照相,有用 （0）
5985,5985,E10****610,male,0,0,2017/10/5,width:80%;,房子很漂亮，但是没啥具体内容，照相不错,有用 （0）
5991,5991,_CFT0****3605,female,0,0,2017/10/5,width:80%;,景色很美，，。，玩的开心，。。俄式风格，，让人耳目一新,有用 （0）
6019,6019,180****6721,male,9,139,2017/10/4,width:80%;,门票预订和确认快捷，车辆按排提示及时。9:10和15:00就会坐满车先发，比较人性化。伏尔加庄园景色不错，园区内路标指引清晰，步行一圈走走拍拍大概三四小时。景区内各个建筑很分散，景点感觉有点少，而且可以进入的城堡更少，有点遗憾。,有用 （0）
6020,6020,136****9392,male,0,0,2017/10/4,width:80%;,网上订票比现场买票便宜30元，直接在景区入口刷二维码即可，方便实惠。,有用 （0）
6022,6022,dandan621,female,0,0,2017/10/4,width:80%;,我非常开心，天气好，风景好，假装自己在俄罗斯度假，哈哈哈,有用 （0）
6041,6041,_WeCh****73397,female,1,0,2017/10/4,width:80%;,门票略贵……………………………………,有用 （0）
6042,6042,_WeCh****73397,female,1,0,2017/10/4,width:80%;,不错适合照相…如果班车多一点就好了！,有用 （0）
6043,6043,_CFT01****5952921,female,0,0,2017/10/4,width:80%;,景色还行，主要远远的看，比太阳岛好一点,有用 （0）
6051,6051,上善若水1990ZY,male,7,26,2017/10/4,width:80%;,"十一假期和家人外出游玩选择的
颇具特色的伏尔加庄园
感觉家里人又回到从前一样
尤其对尼古拉教堂??很有触动
老爸说这是文化大革命给拆毁了
挺可惜的
现在进入教堂会有当时原址教堂的介绍
里面放的音乐也是很有震撼力

里面的建筑真的很有自己的特色
各式的城堡
俄式房屋
还有俄罗斯表演和特色食物～还有俄式面包呦！由俄罗斯的师傅精心制作的",有用 （0）
6055,6055,M22****6978,female,0,0,2017/10/3,width:80%;,天气稍冷，夏天来可能会更好，适合拍照，走走停停的转了一下午是休闲的好去处,有用 （0）
6068,6068,村长长长,male,0,0,2017/10/3,width:80%;,景区超级美，适合拍照，情侣去比较不错！各种教堂、文艺的建筑，拍拍拍！景区离市区比较远，去的话建议坐旅游大巴或者滴滴顺风车！总的来说，很开心的一次旅行！最后提醒一下，去玩之前看一下温度，挺冷的！,有用 （0）
6075,6075,ping1026,female,0,0,2017/10/3,width:80%;,套餐价格很实惠，套餐内容也很全面，为游客省了不少时间。景点也都很不错，很有纪念意义。,有用 （0）
6087,6087,M24****5157,female,0,0,2017/10/2,width:80%;,景点虽不大，但很精致，很美。车的安排还行。,有用 （0）
6092,6092,M21****195,female,0,0,2017/10/2,width:80%;,自然风景很好，路边的白桦林很应景，里面有很多草坪，可以自带零食，面包店的面包尝尝就好 ,有用 （0）
6102,6102,qllbshan,male,0,3,2017/9/30,width:80%;,整个庄园可以用浪漫，安静来形容。人不多，庄园很大，建筑欧美风。,有用 （0）
6110,6110,136****0263,female,1,0,2017/9/21,width:80%;,秋高气爽的天气带着父母一同游玩 从中央大街出发自己坐车去也是挺方便的 景区内人比较少 很适合拍照 欧式的城堡也很漂亮  走一圈差不多二个小时左右 值得一去,有用 （0）
6118,6118,M96****17,male,0,0,2017/9/16,width:80%;,在103路终点下车就可以看见 九点半准时发车 下午三点半准时返程 中间不停 一般第一天预定 第二天早晨八点左右发车牌号和司机电话,有用 （0）
6125,6125,M17****390,female,0,0,2017/9/10,width:80%;,很好，蓝天白云，空气清新，非常适合照相,有用 （0）
6131,6131,M24****310,female,0,0,2017/9/7,width:80%;,适合没事时住一夜，急着赶时间的话感觉一般。,有用 （0）
6133,6133,M23****1829,female,0,0,2017/9/7,width:80%;,景色很美，游玩项目多有划船，蹬三轮车等，玩得很开心！,有用 （0）
6154,6154,MichelleChe,female,0,0,2017/8/30,width:80%;,天气很好，庄园里很大，很多俄式建筑，很漂亮，一家人出游，玩得很开心,有用 （0）
6157,6157,M23****8540,male,0,0,2017/8/30,width:80%;,庄园大，异域风情，可以一观，可早上一早出发，自带餐饮，,有用 （0）
6160,6160,118****611,male,0,0,2017/8/29,width:80%;,景色宜人，人不多，适合拍照郊游,有用 （0）
6174,6174,夜猫5,female,0,0,2017/8/27,width:80%;,还行就是各种俄罗斯样子的建筑风格。拍照很美,有用 （0）
6175,6175,_CFT01****8586187,female,0,0,2017/8/27,width:80%;,景色很好，给人舒服的感觉，可以带吃的进去在里面吃,有用 （0）
6177,6177,nsz2004,male,0,0,2017/8/26,width:80%;,庄园不错，三只熊乐园受孩子欢迎，金环西餐厅名不副实 ，蜘蛛太多。,有用 （0）
6188,6188,M22****8842,female,0,0,2017/8/23,width:80%;,庄园很美，路太远，交通太难，花了45元打的去的,有用 （0）
6191,6191,老唐老爷,male,17,33,2016/10/24,width:80%;,华东地区最大卡通园，由22个主题活动区，水上世界、军武天地、魔法森林、童话城堡、精灵宝贝、探索世界组成……应有尽有！让每一个来到欢乐庄园的宝贝乐不可支、无尽想象、互动体验、增长知识。,有用 （9）
6192,6192,137****2887,female,0,6,2017/4/21,width:80%;,很好，值得去看看，不错，有空下次再来。,有用 （5）
6193,6193,董韶,male,0,0,2018/2/20,width:80%;,温泉还是不错的，暖气很足。这次订了二间房在网上付了钱，到酒店后还要我补420元，说春节涨价的，订房时什么不和我们说清楚麻，感到有点受骗，没办法只能补。酒店管理太差，早饭都吃空了，也没人管，可能是春节吧人手少了的关系。总体还是满意的。,有用 （3）
6194,6194,M11****048,male,7,3,2016/11/1,width:80%;,泡温泉相当不错，值得一去，其它设施一般！,有用 （3）
6198,6198,泰宁根吴承恩,male,20,48,2019/9/2,width:80%;,景色还是不错的，到处是绿色一片片的，属于很适合带上小朋友一家过来亲子乐的，可能最近下雨比较多的关系，人不多，玩的项目不多，但走走还是不错的,有用 （1）
6200,6200,hu****chi,male,218,1473,2014/2/19,width:80%;,这里是绿羊温泉打造的儿童乐园，虽然大人感觉有点粗糙了，但是很对孩子们的胃口，各种活动区花样设计的很多，带孩子来几次也不厌烦，不错。,有用 （1）
6207,6207,E18****65,female,0,0,2016/9/8,width:80%;,一个比较旧的地方，设施老旧，有些地方还没人。进门那里有个水上走的设施，绳子都松了，一下就踩在水里，鞋子袜子都湿了！但小孩子还是玩得开心,有用 （0）
6208,6208,E18****65,female,0,0,2016/9/8,width:80%;,一个比较旧的地方，设施老旧，有些地方还没人。进门那里有个水上走的设施，绳子都松了，一下就踩在水里，鞋子袜子都湿了！但小孩子还是玩得开心,有用 （0）
6218,6218,M12****375,male,0,0,2015/7/4,width:80%;,绿羊温泉离市中心较远，公交要坐1小时，离无锡高铁站很近，环境优美，服务好，希望携程多搞些一元游活动，验票方便快捷。,有用 （0）
6220,6220,M12****057,male,0,0,2015/6/5,width:80%;,带孩子去放松一下确实不错，玩得很开心，放松了心情，看看孩子开心的笑脸，真心感到轻松愉悦。,有用 （0）
6221,6221,孤羽紫妍,female,0,0,2015/4/22,width:80%;,环境不错～服务态度不错～比较适合亲子游！就是较偏远，场地不是特别大～1-2小时就能逛完。,有用 （0）
6222,6222,东方虚空,male,14,40,2015/4/13,width:80%;,庄园比想象中的要大，毕竟在郊区。非常适合小孩子去玩，里面玩的项目很多！,有用 （0）
6234,6234,多来妈咪,female,0,0,2014/10/27,width:80%;,孩子们玩的比较尽兴 那天时间太短了 如果早点去就更好了 有机会还会再去的 总体来说还可以吧,有用 （0）
6235,6235,多来妈咪,female,0,0,2014/10/27,width:80%;,孩子们玩的比较尽兴 那天时间太短了 如果早点去就更好了 有机会还会再去的 总体来说还可以吧,有用 （0）
6236,6236,多来妈咪,female,0,0,2014/10/27,width:80%;,孩子们玩的比较尽兴 那天时间太短了 如果早点去就更好了 有机会还会再去的 总体来说还可以吧,有用 （0）
6237,6237,多来妈咪,female,0,0,2014/10/27,width:80%;,孩子们玩的比较尽兴 那天时间太短了 如果早点去就更好了 有机会还会再去的 总体来说还可以吧,有用 （0）
6238,6238,多来妈咪,female,0,0,2014/10/27,width:80%;,孩子们玩的比较尽兴 那天时间太短了 如果早点去就更好了 有机会还会再去的 总体来说还可以吧,有用 （0）
6239,6239,多来妈咪,female,0,0,2014/10/27,width:80%;,孩子们玩的比较尽兴 那天时间太短了 如果早点去就更好了 有机会还会再去的 总体来说还可以吧,有用 （0）
6240,6240,多来妈咪,female,0,0,2014/10/27,width:80%;,孩子们玩的比较尽兴 那天时间太短了 如果早点去就更好了 有机会还会再去的 总体来说还可以吧,有用 （0）
6242,6242,i游走的虎,male,2,1061,2014/3/25,width:80%;,儿童乐园，很多游乐项目，非常受小朋友的喜欢，可以在这里尽情地玩耍。,有用 （0）
6243,6243,牛牛jack,male,14,999,2014/2/23,width:80%;,这里是一个大型儿童主题乐园，游乐设施很丰富，有水上项目、赏花、天文、军事，可以晚上一天的地方，小孩很开心,有用 （0）
6244,6244,携程旅行顾问晶彩baby,female,11,997,2014/2/17,width:80%;,可以带小朋友来这里，里面有水上世界，还有小朋友最喜欢的童话世界般的城堡，小朋友一来这里可以玩很久。,有用 （0）
6245,6245,寒江孤影1965,male,7,63,2015/10/17,width:80%;,景区很大，目前只能观赏向日葵和马鞭草，其他的花都没开，估计春天来会更美。向日葵非常漂亮，很大一片金色的花海。里面还有儿童游乐区，马术表演场，游船，自行车等等，孩子很喜欢。周边配套设施还不太完善，旁边的丹阳古镇还在建设中，吃饭不太方便，相信以后会更好。,有用 （31）
6248,6248,12345,female,0,30,2016/2/14,width:80%;,庄园刚开业时就来了 当时天气微寒 很多花朵尚未开放 有些设施也尚在建设中 虽然跟库肯霍夫不能比 但是好好经营的话应该还是会很好看的,有用 （29）
6250,6250,csgp,female,13,44,2017/3/11,width:80%;,还不错，尤其是现在的郁金香节，成片成片的郁金香很美，色彩很丰富，配上风车，拍照效果不错。游乐场的大型收费项目不算多，有常规的海盗船，碰碰车，还有很多的小型免费的游乐设施，跷跷板，秋千，爬杆什么的。家庭娱乐应该够了。郁金香节期间，大门口还有表演，这个时候去正好,有用 （18）
6251,6251,爱你美宝,male,3,6,2017/1/18,width:80%;,孝感金卉庄园国际旅游度假区是一个集“农业科普观光、四季花海展示、果蔬采摘体验、乡村特色美食、田园会议住宿、户外培训拓展、运动娱乐健身、水上欢乐世界、艺术文化交流、婚纱摄影及婚庆文化活动举办”为一体的生态休闲旅游度假庄园。,有用 （17）
6253,6253,PPbutterfly,female,0,0,2016/2/8,width:80%;,太大了，有的累。集中一些更好。,有用 （17）
6256,6256,M25****453,female,0,0,2015/10/20,width:80%;,应该是才开不久的园子，向日葵比原来看到的矮一些，周末人多，感觉不太好,有用 （13）
6257,6257,M59****903,male,0,0,2017/4/14,width:80%;,给4分吧，不是不好看，然而我去太晚了。,有用 （11）
6259,6259,M22****097,male,0,0,2017/3/26,width:80%;,今天全家游玩金卉庄园，总体感觉不错，携程订票直接刷二维码进园，畅通无阻方便快捷，这个必须点赞，三月草长莺飞正是赏花季节，今天天气特别好，这里百花齐放特别是郁金香品种多样颜色艳丽，红黄蓝绿紫青黑都有，为我们拍照加了不少分，拍出来美美的，唯一小小的的不足就是趣味性的设施较少，吸引不了大孩子，除了海盗船摩天轮可以再添加点什么项目，中午的表演舞蹈变脸还不错。,有用 （9）
6263,6263,118****010,male,0,0,2018/4/2,width:80%;,地方比较大，值得一看，今天去看到油菜花，郁金香，梨花比较多，小孩游乐场太贵，电动车每小时60元，也有些贵了，其它都还行，建议增加一些休闲椅子,有用 （7）
6267,6267,e23****29,male,0,0,2015/11/14,width:80%;,成片的向日葵还是比较壮观的，可惜的是错过了薰衣草的花期。。。,有用 （7）
6270,6270,RIMASHUAI,male,2,0,2016/2/9,width:80%;,"春节期间不错,主要挺热闹,景灯布置的也漂亮,颜色搭配不错。主要是看花,",有用 （6）
6276,6276,M28****5404,male,0,0,2018/10/3,width:80%;,金卉庄园的花多，不过现在大多数都是向日葵。有特点的是几台大风车，远看像是到了荷兰！里面在四个轮子的电动车可以带步，不过只能坐两人。有游乐场，不过游乐场玩的人不多，因为里面的项目别的游乐场都有，来这里都是赏花摄影为主！,有用 （4）
6277,6277,鄂尔多斯传奇,male,20,14,2017/6/19,width:80%;,湖北金卉庄园是一个集“农业科普观光、四季花海展示、果蔬采摘体验、乡村特色美食、田园会议住宿、户外培训拓展、运动娱乐健身、水上欢乐世界、艺术文化交流、婚纱摄影及婚庆文化活动举办”为一体的生态休闲旅游度假庄园，是孝感市摄影家协会创作基地、农业科普教育基地、学生户外实践教育基地，总占地面积1600亩，总投资2.33亿元，2013年10月开工建设，2015年3月试开园。,有用 （4）
6280,6280,_CFT01****0366889,female,0,0,2016/2/14,width:80%;,确实值得一去，不过要避开周六日，因为人确确实实很多，花也很多很美呢！,有用 （4）
6283,6283,佩弦居士,male,3,0,2019/4/7,width:80%;,清明节前去的，天气不错，里面的花也很漂亮，适合家庭出游，自驾方便，附近餐饮不多，建议自带水和水果，唯一需要特别指出来的是，软件上明明写的是不需要取票，结果景区本部不能扫码，还是需要排队买票，而且网上订票后两个小时才能用，感觉跟现场买票并没有方便很多,有用 （3）
6288,6288,E41****385,female,0,0,2017/10/22,width:80%;,面积挺大的，成片的花海很美，但一定要在花期去。,有用 （3）
6291,6291,132****5758,female,11,147,2016/10/8,width:80%;,金卉的门票价格有点贵，向日葵和薰衣草凋谢了，很遗憾，不是蛮震撼！,有用 （3）
6299,6299,M29****4271,female,0,0,2018/10/7,width:80%;,中秋节去的，哥嫂加两个孩子，玩的很开心，有节目表演，有喷泉，很适合带家人来玩，一年四季有各种花，有个婚礼草场，风车长廊，过年有灯展，价格不贵，买的腾旅年卡，没事就去那里玩，挺好的,有用 （2）
6302,6302,卖铁的老兵,male,0,0,2018/3/26,width:80%;,景区面积大，人多，好多地方还没有开发好，唯一的亮点就是郁金香花开的很好看，停车场等车位不够用，门票和停车费都很贵！,有用 （2）
6305,6305,M25****9440,female,0,0,2018/3/8,width:80%;,太冷了 冬天也没花看 花灯还挺好看的,有用 （2）
6306,6306,M23****6708,male,0,0,2018/2/24,width:80%;,庄园占地很大，现在只有梅花可看，晚上有花灯，小孩有游乐场可玩,有用 （2）
6307,6307,vin****f97,male,0,0,2018/2/24,width:80%;,园内的郁金香品种很多，很漂亮！,有用 （2）
6310,6310,索尼Chen,male,0,0,2017/10/31,width:80%;,地方环境还可以，就是这个季节可以看的花不多,有用 （2）
6316,6316,M60****252,male,0,0,2017/5/8,width:80%;,取票快，非常漂亮，唯一的就是买水的地方太少了，好远都看不到小卖部，待改善,有用 （2）
6318,6318,jingjiexian,male,12,0,2017/4/5,width:80%;,金卉庄园田园风光，不紧不慢悠闲着玩，真的很愜意！需提升4G网速及应wifi覆盖。,有用 （2）
6319,6319,M58****239,male,0,0,2017/4/3,width:80%;,金卉庄园4月还可以观赏到成片成片的郁金香?，品种繁多，花色艳丽。今天天气不算好，但游人蛮多，一路赏完花，还有游乐园给孩子们玩！海盗船上的鬼屋排太长队，放弃没看，樱花园也没去，有点遗憾！下次准备向日葵?节再去，希望到时风和丽日！,有用 （2）
6322,6322,山翼6869,male,0,0,2016/11/5,width:80%;,偶尔路过去看看！还是挺不错的地方！,有用 （2）
6326,6326,_CFT01****8528835,female,0,0,2016/3/9,width:80%;,很适合亲子游，里面到开花的季节去很漂亮,有用 （2）
6329,6329,_WeCh****2985,female,0,0,2015/10/10,width:80%;,今天去逛了一圈 可能错过了开花季 很多花已凋零 不过 孝感有这样的别样的景点 真不错 老少皆宜 点赞 更多趣味设施可以更多一点,有用 （2）
6332,6332,205****820,male,0,0,2015/8/9,width:80%;,很喜欢，下次还会再来。很适合一家人游玩选择。有需要的朋友来吧！,有用 （2）
6348,6348,M31****6802,female,0,0,2019/3/17,width:80%;,给人感觉非常轻松自在，空气也可以。,有用 （1）
6358,6358,M22****097,male,0,0,2017/10/6,width:80%;,花的海洋，花的世界，这里百花齐开，美不胜收。园里景色宜人，还有精彩纷呈的文艺表演，是居家出游的好去处。快到这里来吧。完毕！,有用 （1）
6360,6360,186****5119,female,0,0,2017/5/8,width:80%;,设施齐全，值得一看，就是停车场标识太坑爹了！建议整改,有用 （1）
6361,6361,M22****097,male,0,0,2017/4/2,width:80%;,入园程序简单，直接二维码扫描，携程订票方便快捷，入园后满目春色，百花齐放，随便照照美美的。还有一些游乐设施，两个小时赏花足矣，还有表演节目欣赏一下。,有用 （1）
6363,6363,晨曦早茶,male,0,0,2017/3/11,width:80%;,春节去玩比较合适，百花盛开，品种也比较多，比较合适周末带上孩子一起玩。网上购票，取票也比较方便，刷二维码直接进去,有用 （1）
6364,6364,_CFT0****1534,male,0,0,2020/6/8,width:80%;,景色不错，,有用 （0）
6369,6369,姵baby,female,0,0,2020/1/2,width:80%;,一般般啰，适合带小孩子去郊游。看花，大人的话没有什么好玩的呢，再就是比较适合春天吧，看了粉黛，没有想象的好看。哈哈。。。,有用 （0）
6371,6371,M61****421,female,0,0,2019/12/11,width:80%;,花的种类很多，但是每个季节开的花都不同,有用 （0）
6379,6379,281****859,male,0,0,2019/11/20,width:80%;,还行吧，就是个大庄园，门票有点贵,有用 （0）
6447,6447,文子妈,female,0,1,2019/8/8,width:80%;,环境还行，向日葵很多。花的种类很多，好看，就是特别晒。人很多，门口验票很方便快捷。面积不小，拍照的地方也多。,有用 （0）
6449,6449,M29****9126,female,0,0,2019/7/16,width:80%;,已经去过好多次了，里面的花很漂亮，带着老人和孩子一起去是一个不错的选择，第一次在携程上面订票也还蛮方便,有用 （0）
6452,6452,_CFT0****9182,female,0,0,2019/6/1,width:80%;,比较适合带着老人、小孩去花田放松游玩，就是需要关注花期。,有用 （0）
6455,6455,_WeCh****893903,female,2,0,2019/5/6,width:80%;,还可以，就是有点远，东西有些贵,有用 （0）
6456,6456,M31****7004,female,0,0,2019/5/5,width:80%;,我们是5月2号去的，不堵车。这是第二次去了，里边景色不错，很多花，还有儿童乐园，小孩很喜欢。有机会还去玩！,有用 （0）
6457,6457,完美到最后,male,0,0,2019/5/5,width:80%;,还是挺好玩的，相比起来这个庄园还是可以的,有用 （0）
6465,6465,m29****8106,female,0,0,2019/4/8,width:80%;,金卉庄园值得一看！花美！心情好！,有用 （0）
6466,6466,佩弦居士,male,3,0,2019/4/7,width:80%;,评论见图，打字好累，最主要一点，网上订票也需要现场排队取票，很耗时间，希望有所改进，风景不错，比武汉花博会好看,有用 （0）
6467,6467,M31****1631,female,0,0,2019/3/28,width:80%;,大人小孩都可以游玩！设备很多！,有用 （0）
6474,6474,M26****3404,female,0,0,2018/10/27,width:80%;,带着宝宝去玩还是不错的，地方不是很大，可以走走停停，,有用 （0）
6478,6478,M29****8002,female,0,0,2018/10/14,width:80%;,各种花开的旺盛，非常漂亮，很好！,有用 （0）
6481,6481,M15****744,male,0,0,2018/8/12,width:80%;,还不错，位置好，玩的项目也很多,有用 （0）
6484,6484,吾兮永,male,49,363,2018/7/5,width:80%;,这里花式繁多，以郁金香最为有名，到这里走走，花花世界花香沁人心脾,有用 （0）
6485,6485,史蒂夫1106,male,0,0,2018/6/30,width:80%;,"在孝感市，距离汉口1
小时车程，我们去的时候郁金香已凋谢，比东西湖的郁金香差，景观一般。",有用 （0）
6486,6486,盘龙城豆宝爸,male,0,0,2018/6/20,width:80%;,还可以吧，没什么特色，没有想像中的好,有用 （0）
6489,6489,285****004,male,0,0,2018/5/15,width:80%;,去的晚了 好多花都谢了 下次早点去,有用 （0）
6498,6498,18-Jun,male,0,0,2018/4/2,width:80%;,华开的很灿烂，也不会很累，还有小孩游玩的设施,有用 （0）
6499,6499,M26****2076,female,0,0,2018/3/31,width:80%;,花很美，但是庄园感觉有点小吧，不一会儿就游完了，景区设施有点跟不上，吃的喝的东西都很贵，感觉一般般吧,有用 （0）
6525,6525,爽爽0711,female,0,0,2017/11/7,width:80%;,这个季节去还行吧 菊花比较多 其实只是奔着粉黛乱子草去的 颜色比较惊艳 确实是网红草啊,有用 （0）
6528,6528,139****8332,female,0,0,2017/11/2,width:80%;,景色不错，花多，只是我们去的天气不好，下雨天，冷。,有用 （0）
6530,6530,M22****5667,male,0,0,2017/11/2,width:80%;,金卉庄园游玩感觉很好，花卉品种有菊花、格桑花、向日葵，最喜欢的是粉黛乱子草，适合照美美像哟！,有用 （0）
6536,6536,M46****934,male,0,0,2017/10/29,width:80%;,环境不错，离孝感近，交通方便，花的品种不是很多。,有用 （0）
6538,6538,M22****358,female,0,0,2017/10/21,width:80%;,还可以，值得游玩，一定要晴天去游玩，,有用 （0）
6542,6542,_WeCh****90665,male,0,0,2017/10/11,width:80%;,看看花还行吧，不是很美，带孩子逛逛,有用 （0）
6548,6548,M22****2008,male,0,0,2017/10/8,width:80%;,园中蓝紫色的马鞭草田、粉色和白色花朵组合形成的格桑花海，千万朵黄色和紫红色的向日葵、还有粉黛色乱子草海，给人很惊艳的感觉，特别是是粉黛色的乱子草海很有普罗旺斯的异域风格，值得一游！！,有用 （0）
6551,6551,M22****3714,male,0,0,2017/10/7,width:80%;,"现在花不是很多,小孩游乐园适合小孩玩,大小走一圈也好,不过有点累",有用 （0）
6552,6552,四万十町行禅山人,male,2,0,2017/10/6,width:80%;,孝感金卉庄园，整体来看，适合武汉市和孝感市以及周边县市周末假日游的需求，尤其是亲子游市场，,有用 （0）
6553,6553,300****813,male,0,0,2017/10/6,width:80%;,还行，向日葵不错，天晴效果应该更好,有用 （0）
6558,6558,追风浪人,male,0,0,2017/10/4,width:80%;,十一期间去的，赶上下雨，感觉还是春天去比较好。另外，可供休息的地方有限，希望可以改进。,有用 （0）
6559,6559,xgzl008,male,0,1,2017/10/3,width:80%;,庄园面积很大，号称三百多亩的向日葵，一片金黄的花海。格桑花也很美，马辫草的颜色像郁金香。鬼船的恐怖项目，胆子小的人要慎重。总之，值得一游,有用 （0）
6561,6561,v4666675,female,0,0,2017/10/2,width:80%;,还有想去第二次的想法！不同的季节去看不同的花卉应该不错！,有用 （0）
6562,6562,v4666675,female,0,0,2017/10/2,width:80%;,虽然天气不是很好但一点也不影响游玩的心情！,有用 （0）
6563,6563,v4666675,female,0,0,2017/10/2,width:80%;,整体感觉不错！空气质量很好！庄园还比较大！下次想体验一下庄园里的住宿！适合一家老小出游！人不是特别多！,有用 （0）
6566,6566,_WeCh****100219,male,0,0,2017/10/1,width:80%;,大片的花，格桑花，硫磺菊，粉黛乱子草，向日葵，可以一游！,有用 （0）
6569,6569,qllbshan,male,0,3,2017/8/30,width:80%;,景区挺大，感觉还行，票还可以便宜一点，仃车收费也应降价。,有用 （0）
6570,6570,e39****81,female,0,0,2017/8/21,width:80%;,和朋友一起去的，小朋友不是很喜欢,有用 （0）
6574,6574,M36****523,male,0,0,2017/7/25,width:80%;,还是可以带小孩去玩。夏季不合适。,有用 （0）
6580,6580,开心的Q哥,male,13,0,2017/6/9,width:80%;,真不怎么样！但相对于孝感来说就算可以，毕竟孝感也没什么好玩的的地方,有用 （0）
6583,6583,csgp,female,13,44,2017/5/15,width:80%;,不错，成片成片的郁金香花田，很美，不过附属的游乐设施感觉一般,有用 （0）
6584,6584,186****5119,female,0,0,2017/5/8,width:80%;,设施齐全，值得一看，就是停车场标识太坑爹了！建议整改。下次准备带点吃的在里面逛一天,有用 （0）
6585,6585,186****5119,female,0,0,2017/5/8,width:80%;,设施齐全，值得一看，就是停车场标识太坑爹了！建议整改,有用 （0）
6586,6586,186****5119,female,0,0,2017/5/8,width:80%;,设施齐全，值得一看，就是停车场标识太坑爹了！建议整改,有用 （0）
6587,6587,M22****043,male,0,0,2017/5/8,width:80%;,天气很热，花儿很美，有待开发，还是不错的,有用 （0）
6590,6590,_WB6****782,female,0,0,2017/4/30,width:80%;,还行吧，后面有些地方还没开发出来，都是野草，前面的七彩花田还是不错的,有用 （0）
6593,6593,巧合,male,0,0,2017/4/28,width:80%;,一般，还没有完全建设好，期待下次一定搞?,有用 （0）
6599,6599,M20****851,female,0,0,2017/4/4,width:80%;,金卉庄园风景优美，各色郁金香争奇斗艳，地势也很平坦，挺适合老人和孩子游玩的，值得推荐的一个景点,有用 （0）
6602,6602,230****023,male,0,0,2017/4/4,width:80%;,环境优雅，空气新鲜。里面的郁金香开的比较艳丽。里面的游乐项目比理想中便宜?,有用 （0）
6603,6603,M37****816,female,0,0,2017/4/3,width:80%;,一次愉快的旅行，开得很开心，郁金香开得很漂亮，五颜六色，适合拍照留念,有用 （0）
6604,6604,M37****816,female,0,0,2017/4/3,width:80%;,总体感觉还不错，花开得五颜六色，特别漂亮，小宝贝玩得很开心，还和爸爸第一坐摩天轮！一次愉快的旅行！,有用 （0）
6610,6610,M58****457,male,0,0,2017/4/3,width:80%;,花很多。门票可以体验一下鬼屋。游乐项目也很多,有用 （0）
6611,6611,M58****572,male,0,0,2017/4/2,width:80%;,好玩，不过去的时候有的花已经凋谢了。最好3月中旬去。,有用 （0）
6612,6612,M11****567,female,0,0,2017/3/31,width:80%;,郁金香很漂亮，樱花因为是新栽的，所以花开得不是很多，最漂亮的是桃林，真的很美！,有用 （0）
6615,6615,zjb383,male,0,0,2017/3/29,width:80%;,昨天与同事去玩了下，总体来说还可以。庄园规划出来了，各种花草、果树均有，还有活动场地，不过还需完善，感觉刚建不久。郁金香大多已开过了，目前有些迟些的正开，还行！,有用 （0）
6626,6626,_WeCh****46904,male,0,0,2017/3/26,width:80%;,适合有小孩的家庭来玩，一次性来玩的，不建议再来，门票有点小贵，厕所跟不上，人太多，上个厕所排半天对，风景不错,有用 （0）
6628,6628,M45****909,female,0,0,2017/3/26,width:80%;,各种郁金香，因为星期天去的，人特别多，不好拍照，最后平常时间去游玩，避开高峰期。,有用 （0）
6630,6630,D14****87,female,0,0,2017/3/26,width:80%;,很漂亮，交通很方便，没让人失望。,有用 （0）
6631,6631,_WeCh****71491,male,0,0,2017/3/25,width:80%;,还可以，孩子玩的很开心，就是人太多了,有用 （0）
6632,6632,M51****541,male,0,0,2017/3/25,width:80%;,颜色太多了，看得眼花缭乱，不晓得都叫什么名字,有用 （0）
6635,6635,灰色人生,male,6,1,2017/3/21,width:80%;,风景还不错！很适合春游踏青的地方！,有用 （0）
